mm_id,BSEID,NSEID,Industry,Mojo,Name,financial,quality,technical,valuation
643071,505537,ZEEL,TV Broadcasting & Software,Sell,Zee Entertainment,Negative,Good,Negative,Attractive
758477,532733,SUNTV,TV Broadcasting & Software,Sell,Sun TV Network,Flat,Good,Flat,Attractive
785617,532800,TV18BRDCST,TV Broadcasting & Software,Strong Sell,TV18 Broadcast,Positive,Below Average,Positive,Expensive
380908,532798,NETWORK18,TV Broadcasting & Software,Strong Sell,Network 18 Media Inv,Positive,Below Average,Positive,Very Expensive
743220,532515,TVTODAY,TV Broadcasting & Software,Sell,TV Today Network,Flat,Good,Flat,Attractive
446736,532700,ENIL,TV Broadcasting & Software,Strong Sell,Entertain. Network,Very Negative,Average,Very Negative,Expensive
1002775,540602,GTPL,TV Broadcasting & Software,Hold,GTPL Hathway,Outstanding,Good,Outstanding,Very Attractive
1002726,540366,RADIOCITY,TV Broadcasting & Software,Strong Sell,Music Broadcast,Negative,Average,Negative,Expensive
298128,532382,BALAJITELE,TV Broadcasting & Software,Strong Sell,Balaji Telefilms,Very Positive,Below Average,Very Positive,Risky
1002683,540151,0,TV Broadcasting & Software,Not Rated,Diksat Transworld,,Below Average,,Risky
797974,532794,ZEEMEDIA,TV Broadcasting & Software,Sell,Zee Media Corpn.,Negative,Average,Negative,Very Attractive
895687,532826,RAJTV,TV Broadcasting & Software,Strong Sell,Raj TV Network,Negative,Below Average,Negative,Fair
636797,532529,NDTV,TV Broadcasting & Software,Sell,New Delhi Television,Positive,Below Average,Positive,Very Attractive
231964,532507,BAGFILMS,TV Broadcasting & Software,Not Rated,BAG Films & Media,Negative,Does not qualify,Negative,Does not qualify
348684,540023,0,TV Broadcasting & Software,Not Rated,Colorchips New Media,Flat,Does not qualify,Flat,Does not qualify
162087,532011,0,TV Broadcasting & Software,Not Rated,Pooja Entertainment,Flat,Does not qualify,Flat,Does not qualify
1002912,540821,0,TV Broadcasting & Software,Not Rated,Sadhna Broadcast,Negative,Does not qualify,Negative,Does not qualify
253843,509073,0,TV Broadcasting & Software,Sell,HathwayBhawani Cable,Positive,Below Average,Positive,Does not qualify
466008,521062,0,TV Broadcasting & Software,Not Rated,Perfect-Octave Media,Flat,Does not qualify,Flat,Does not qualify
511138,540083,TVVISION,TV Broadcasting & Software,Not Rated,TV Vision,Negative,Does not qualify,Negative,Does not qualify
852446,533268,0,TV Broadcasting & Software,Strong Sell,Sea TV Network,Flat,Below Average,Flat,Does not qualify
469703,530943,SABTN,TV Broadcasting & Software,Strong Sell,Sri Adhikari Brother,Flat,Below Average,Flat,Does not qualify
813732,539015,ORTEL,TV Broadcasting & Software,Not Rated,Ortel Communications,,Below Average,,Does not qualify
195849,532392,CREATIVEYE,TV Broadcasting & Software,Not Rated,Creative Eye,Flat,Does not qualify,Flat,Does not qualify
225430,532033,JAINSTUDIO,TV Broadcasting & Software,Not Rated,Jain Studios,Flat,Does not qualify,Flat,Does not qualify
432388,590126,0,TV Broadcasting & Software,Strong Sell,Gradiente Infotain,Flat,Below Average,Flat,Does not qualify
178295,532350,PADMALAYAT,TV Broadcasting & Software,Not Rated,Padmalaya Telefilms,Flat,Does not qualify,Flat,Does not qualify
529084,532324,CINEVISTA,TV Broadcasting & Software,Not Rated,Cinevista,Negative,Does not qualify,Negative,Does not qualify
1003384,532111,,TV Broadcasting & Software Production,,Sharpline Broadc,,Does not qualify,,Does not qualify
685105,500411,THERMAX,Engg - Industrial Equipments,Sell,Thermax,Flat,Good,Flat,Expensive
608125,500048,BEML,Engg - Industrial Equipments,Strong Sell,BEML,Negative,Average,Negative,Expensive
937608,533033,SARASIND,Engg - Industrial Equipments,Sell,ISGEC Heavy Engg.,Positive,Good,Positive,Expensive
793138,502865,FORBESGOK,Engg - Industrial Equipments,Strong Sell,Forbes & Company,Very Negative,Below Average,Very Negative,Expensive
107182,522205,PRAJIND,Engg - Industrial Equipments,Sell,Praj Industries,Flat,Average,Flat,Very Attractive
235849,500214,IONEXCHANG,Engineering - Industrial Equipments,Buy,ION Exchange,Very Positive,Good,Very Positive,Attractive
763763,522215,0,Engg - Industrial Equipments,Hold,Swiss Glascoat Eqtp,Outstanding,Average,Outstanding,Very Expensive
340152,505283,KGKHOSLA,Engg - Industrial Equipments,Hold,Kirloskar Pneumatic,Positive,Good,Positive,Very Attractive
921237,500250,LGBBROSLTD,Engg - Industrial Equipments,Sell,LG Balakrishnan&Bros,Flat,Good,Flat,Very Attractive
942369,500068,GEORGFISCH,Engg - Industrial Equipments,Hold,Disa India,Positive,Good,Positive,Very Attractive
680359,532762,ACE,Engg - Industrial Equipments,Sell,Action Const. Equip,Negative,Average,Negative,Very Attractive
832143,505700,ELECON,Engg - Industrial Equipments,Strong Sell,Elecon Engineering,Flat,Below Average,Flat,Attractive
226583,500147,FLATPROD,Engg - Industrial Equipments,Sell,CMI FPE,Negative,Average,Negative,Very Attractive
938101,505232,0,Engg - Industrial Equipments,Hold,Veljan Denison,Flat,Average,Flat,Expensive
495614,524109,KABRAEXTRU,Engg - Industrial Equipments,Sell,Kabra Extrus.technik,Positive,Average,Positive,Very Attractive
624151,523708,EIMCOELECO,Engg - Industrial Equipments,Sell,Eimco Elecon (India),Negative,Average,Negative,Very Attractive
995842,526608,ELECTHERM,Engg - Industrial Equipments,Strong Sell,Electrotherm,Negative,Below Average,Negative,Risky
1002793,540642,SALASAR,Engg - Industrial Equipments,Strong Sell,Salasar Techno Engg.,Very Negative,Average,Very Negative,Very Attractive
583134,507410,WALCHANNAG,Engg - Industrial Equipments,Strong Sell,Walchandnagar Inds,Negative,Below Average,Negative,Fair
389840,505368,REVATHI,Engg - Industrial Equipments,Hold,Revathi Equipments,Positive,Average,Positive,Does not qualify
1003097,542323,0,Engg - Industrial Equipments,Not Rated,KPI Globa Infrastrue,,Below Average,,Does not qualify
1003080,542057,0,Engg - Industrial Equipments,Not Rated,BCPL Railway Infra.,,Below Average,,Does not qualify
51223,539227,0,Engg - Industrial Equipments,Not Rated,Loyal Equipments,Flat,Does not qualify,Flat,Does not qualify
347328,505230,CIMMCO,Engg - Industrial Equipments,Not Rated,Cimmco,Flat,Does not qualify,Flat,Does not qualify
167280,513709,0,Engg - Industrial Equipments,Not Rated,Shilp Gravures,Flat,Does not qualify,Flat,Does not qualify
732911,520155,ABGHEAVY,Engg - Industrial Equipments,Not Rated,Starlog Enterprises,Flat,Does not qualify,Flat,Does not qualify
538644,522650,0,Engg - Industrial Equipments,Not Rated,Bemco Hydraulics,Positive,Does not qualify,Positive,Does not qualify
955607,532854,NITINFIRE,Engg - Industrial Equipments,Not Rated,Nitin Fire Protectn,,Below Average,,Does not qualify
164360,522101,KILBUNENGG,Engg - Industrial Equipments,Not Rated,Kilburn Engg.,Negative,Does not qualify,Negative,Does not qualify
1002825,540697,0,Engg - Industrial Equipments,Not Rated,A&M Febcon,,Below Average,,Does not qualify
793864,526043,0,Engg - Industrial Equipments,Not Rated,Polymechplast,Flat,Does not qualify,Flat,Does not qualify
991893,533321,BILENERGY,Engg - Industrial Equipments,Not Rated,BIL Energy Systems,Positive,Does not qualify,Positive,Does not qualify
1002681,540150,0,Engg - Industrial Equipments,Not Rated,Mewar Hi-Tech,,Below Average,,Does not qualify
852167,500246,KIRLOSELEC,Engg - Industrial Equipments,Not Rated,Envair Electrodyne,Flat,Does not qualify,Flat,Does not qualify
637396,539176,0,Engg - Industrial Equipments,Not Rated,Hawa Engineers,Flat,Does not qualify,Flat,Does not qualify
968585,513149,0,Engg - Industrial Equipments,Not Rated,Acrow India,Flat,Does not qualify,Flat,Does not qualify
485562,526861,0,Engg - Industrial Equipments,Not Rated,Rishi Laser,Very Negative,Does not qualify,Very Negative,Does not qualify
1002650,540079,0,Engg - Industrial Equipments,Not Rated,Sprayking Agro,,Below Average,,Does not qualify
723586,531663,0,Engg - Industrial Equipments,Strong Sell,Yuvraaj Hygiene,Flat,Below Average,Flat,Does not qualify
548487,500540,PREMIER,Engg - Industrial Equipments,Strong Sell,Premier,Flat,Below Average,Flat,Does not qualify
346738,531594,0,Engg - Industrial Equipments,Not Rated,Incon Engineers,Flat,Does not qualify,Flat,Does not qualify
1002950,0,GIRIRAJ,Engg - Industrial Equipments,Not Rated,Giriraj Civil Dev.,,Does not qualify,,Does not qualify
1002889,0,ZODIAC,Engg - Industrial Equipments,Not Rated,Zodiac Energy,,Below Average,,Does not qualify
1002941,0,MACPOWER,Engg - Industrial Equipments,Not Rated,Macpower CNC ,,Below Average,,Risky
1003046,0,MARSHALL,Engg - Industrial Equipments,Not Rated,Marshall Machines,,Below Average,,Does not qualify
1002839,0,JASH,Engg - Industrial Equipments,Sell,Jash Engineering,Flat,Average,Flat,Risky
556821,522027,0,Engg - Industrial Equipments,Not Rated,Ema India,Negative,Does not qualify,Negative,Does not qualify
1002716,0,NITIRAJ,Engg - Industrial Equipments,Not Rated,Nitiraj Engineers,,Below Average,,Does not qualify
1002588,539799,BHARATWIRE,Engg - Industrial Equipments,Strong Sell,Bharat Wire Ropes,Flat,Below Average,Flat,Does not qualify
999927,0,EMKAYTOOLS,Engg - Industrial Equipments,Not Rated,Emkay Taps & Cutting,,Below Average,,Risky
459218,532432,MCDOWELL-N,Breweries,Hold,United Spirits,Positive,Good,Positive,Very Attractive
477933,532478,UBL,Breweries,Sell,United Breweries,Negative,Good,Negative,Fair
1002685,540180,VBL,Breweries,Hold,Varun Beverages,Positive,Good,Positive,Fair
387440,532497,RADICO,Breweries,Hold,Radico Khaitan,Positive,Average,Positive,Attractive
576299,507488,GMBREW,Breweries,Strong Sell,GM Breweries,Negative,Average,Negative,Attractive
953735,507526,ASOCALCHOL,Breweries,Hold,Assoc Alcohols &Brew,Very Positive,Good,Very Positive,Very Attractive
796151,533104,GLOBUSSPR,Breweries,Hold,Globus Spirits,Very Positive,Average,Very Positive,Very Attractive
995762,507438,IFBAGRO,Breweries,Strong Sell,IFB Agro Inds,Flat,Below Average,Flat,Attractive
216858,507514,SDBL,Breweries,Sell,Som Distilleries,Flat,Average,Flat,Attractive
137618,507205,TI,Breweries,Sell,Tilaknagar Ind.,Flat,Below Average,Flat,Risky
986746,507435,0,Breweries,Not Rated,Khoday India,,Below Average,,Risky
337070,531879,PIONDIST,Breweries,Strong Sell,Pioneer Distilleries,Positive,Below Average,Positive,Risky
114713,507155,JAGAJITIND,Breweries,Strong Sell,Jagatjit Inds.,Negative,Below Average,Negative,Does not qualify
892445,532920,EDL,Breweries,Not Rated,Empee Distilleries,,Below Average,,Does not qualify
353601,533294,RKDL,Breweries,Not Rated,Ravi Kumar Distiller,Positive,Does not qualify,Positive,Does not qualify
611904,526471,0,Breweries,Not Rated,Winsome Breweries,Flat,Does not qualify,Flat,Does not qualify
644525,531635,0,Breweries,Not Rated,Silver Oak (India),Flat,Does not qualify,Flat,Does not qualify
348479,532868,DLF,Real Estate,Strong Sell,DLF,Negative,Below Average,Negative,Very Expensive
608999,533150,GODREJPROP,Real Estate,Strong Sell,Godrej Properties,Negative,Below Average,Negative,Very Expensive
373168,533273,OBEROIRLTY,Real Estate,Strong Sell,Oberoi Realty,Negative,Average,Negative,Very Expensive
861535,503100,PHOENIXLTD,Real Estate,Sell,Phoenix Mills,Flat,Average,Flat,Expensive
698915,533274,PRESTIGE,Real Estate,Hold,Prestige Estate Proj,Outstanding,Average,Outstanding,Fair
754697,534309,NBCC,Real Estate,Sell,NBCC (India),Negative,Good,Negative,Attractive
629558,512179,SUNTECK,Real Estate,Strong Sell,Sunteck Realty,Negative,Below Average,Negative,Very Expensive
123404,532929,BRIGADE,Real Estate,Sell,Brigade Enterprises,Negative,Average,Negative,Expensive
223763,532880,OMAXE,Real Estate,Strong Sell,Omaxe,Very Negative,Below Average,Very Negative,Very Expensive
142544,532832,IBREALEST,Real Estate,Sell,Indiabulls Real Est.,Negative,Average,Negative,Very Attractive
415052,532784,SOBHA,Real Estate,Sell,Sobha,Negative,Average,Negative,Very Attractive
1002764,540544,PSPPROJECT,Real Estate,Hold,PSP Projects,Very Positive,Good,Very Positive,Very Attractive
304977,532811,AHLUCONT,Real Estate,Sell,Ahluwalia Contract(I,Very Negative,Good,Very Negative,Fair
209624,532313,MAHLIFE,Real Estate,Strong Sell,Mahindra Life. Dev,Negative,Average,Negative,Risky
829378,532891,PURVA,Real Estate,Sell,Puravankara,Negative,Average,Negative,Very Attractive
272282,532924,KOLTEPATIL,Real Estate,Sell,Kolte Patil Develop,Flat,Average,Flat,Very Attractive
737446,515055,ANANTRAJ,Real Estate,Strong Sell,Anant Raj,Flat,Below Average,Flat,Very Expensive
993891,532553,WELENT,Real Estate,Sell,Welspun Enterprises,Negative,Average,Negative,Very Attractive
668857,522263,JMCPROJECT,Real Estate,Sell,JMC Projects (India),Flat,Average,Flat,Very Attractive
452317,507878,UNITECH,Real Estate,Strong Sell,Unitech,Very Negative,Below Average,Very Negative,Risky
247169,523716,ASHIANA,Real Estate,Strong Sell,Ashiana Housing,Negative,Average,Negative,Risky
351796,504000,ELPROINTL,Real Estate,Strong Sell,Elpro International,Flat,Below Average,Flat,Very Expensive
1002821,540710,CAPACITE,Real Estate,Sell,Capacite Infraprojec,Flat,Good,Flat,Very Attractive
999935,539301,ARVSMART,Real Estate,Hold,Arvind Smartspaces,Very Positive,Good,Very Positive,Very Attractive
344647,513349,AJMERA,Real Estate,Sell,Ajmera Realty&Infra,Negative,Average,Negative,Very Attractive
1002737,540402,0,Real Estate,Not Rated,Manas Properties,,Below Average,,Risky
596994,511411,PEERABASAN,Real Estate,Strong Sell,Shristi InfraDev Cor,Positive,Below Average,Positive,Expensive
189334,539126,MEP,Real Estate,Strong Sell,MEP Infrastructure,Very Negative,Below Average,Very Negative,Expensive
420605,503101,MARATHON,Real Estate,Sell,Marathon NextgenReal,Flat,Average,Flat,Expensive
973227,511726,VIPULLTD,Real Estate,Strong Sell,Vipul,Negative,Below Average,Negative,Expensive
1002940,541161,KARDA,Real Estate,Hold,Karda Constructions,Positive,Average,Positive,Very Attractive
540376,523329,0,Real Estate,Sell,Eldeco Housing & Ind,Flat,Good,Flat,Very Attractive
1002896,540796,0,Real Estate,Not Rated,Ratnabhumi Developer,Flat,Does not qualify,Flat,Risky
253483,511413,CREST,Real Estate,Sell,Crest Ventures,Flat,Average,Flat,Attractive
465720,514215,0,Real Estate,Not Rated,Binny,Flat,Does not qualify,Flat,Risky
215741,534675,PROZONINTU,Real Estate,Strong Sell,Prozone Intu Propert,Very Negative,Average,Very Negative,Expensive
950442,533160,DBREALTY,Real Estate,Strong Sell,DB Realty,Flat,Below Average,Flat,Risky
163401,532719,BLKASHYAP,Real Estate,Strong Sell,BL Kashyap & Sons,Negative,Below Average,Negative,Very Expensive
942265,532873,HDIL,Real Estate,Strong Sell,HDIL,Negative,Below Average,Negative,Risky
145427,530377,NILAINFRA,Real Estate,Sell,Nila Infra,Negative,Average,Negative,Very Attractive
596290,533207,JPINFRATEC,Real Estate,Strong Sell,Jaypee Infratech,Flat,Below Average,Flat,Does not qualify
337147,526367,GANESHHOUC,Real Estate,Sell,Ganesh Housing Corp,Flat,Average,Flat,Does not qualify
811206,533393,TCIDEVELOP,Real Estate,Not Rated,TCI Developers,Negative,Does not qualify,Negative,Does not qualify
358411,506194,ARIHANTSUP,Real Estate,Strong Sell,Arihant Superstruct.,Flat,Below Average,Flat,Does not qualify
688851,539112,0,Real Estate,Not Rated,SAB Industries,Flat,Does not qualify,Flat,Does not qualify
161580,533218,EMAMIREAL,Real Estate,Strong Sell,Emami Realty,Flat,Below Average,Flat,Does not qualify
245907,533078,MANJEERA,Real Estate,Strong Sell,Manjeera Constrction,Negative,Below Average,Negative,Does not qualify
226688,503031,PENINLAND,Real Estate,Strong Sell,Peninsula Land,Negative,Below Average,Negative,Does not qualify
786060,531080,0,Real Estate,Not Rated,Shri Krishna Devcon,Flat,Does not qualify,Flat,Does not qualify
113421,526117,0,Real Estate,Strong Sell,Shervani Indl. Synd,Negative,Average,Negative,Does not qualify
886877,539042,0,Real Estate,Not Rated,AGI Infra,Positive,Does not qualify,Positive,Does not qualify
1003093,542231,NILASPACES,Real Estate,Not Rated,Nila Spaces,Positive,Does not qualify,Positive,Does not qualify
417326,532780,PARSVNATH,Real Estate,Not Rated,Parsvnath Developers,Flat,Does not qualify,Flat,Does not qualify
308603,500013,ANSALAPI,Real Estate,Not Rated,Ansal Prop. & Infra,Outstanding,Does not qualify,Outstanding,Does not qualify
912302,532799,HUBTOWN,Real Estate,Not Rated,Hubtown,Negative,Does not qualify,Negative,Does not qualify
1002645,540061,BIGBLOC,Real Estate,Not Rated,Bigbloc Construction,Flat,Does not qualify,Flat,Does not qualify
207599,526025,0,Real Estate,Not Rated,Globus Power,Flat,Does not qualify,Flat,Does not qualify
709259,538970,0,Real Estate,Not Rated,Manvijay Devpt. Co,Flat,Does not qualify,Flat,Does not qualify
943553,531909,0,Real Estate,Not Rated,Swagruha Infrastruct,Flat,Does not qualify,Flat,Does not qualify
811665,517556,PVP,Real Estate,Not Rated,PVP Ventures,Negative,Does not qualify,Negative,Does not qualify
719679,530543,MARG,Real Estate,Not Rated,Marg,Flat,Does not qualify,Flat,Does not qualify
1002682,540147,0,Real Estate,Not Rated,Shashijit Infra,,Below Average,,Does not qualify
594793,533285,0,Real Estate,Not Rated,RDB Realty & Infra,Positive,Does not qualify,Positive,Does not qualify
140449,531746,PRAENG,Real Estate,Not Rated,Prajay Engg.Syndicat,Flat,Does not qualify,Flat,Does not qualify
234036,531822,0,Real Estate,Strong Sell,Rodium Realty,Negative,Below Average,Negative,Does not qualify
229261,530677,0,Real Estate,Not Rated,Supreme Hold & Hosp.,Very Positive,Does not qualify,Very Positive,Does not qualify
517182,531273,0,Real Estate,Not Rated,Radhe Developers,Flat,Does not qualify,Flat,Does not qualify
204547,530053,0,Real Estate,Not Rated,Real Eco-Energy,Flat,Does not qualify,Flat,Does not qualify
696137,530821,0,Real Estate,Not Rated,SSPDL,Flat,Does not qualify,Flat,Does not qualify
531615,533202,NITESHEST,Real Estate,Strong Sell,NEL Holdings,Negative,Below Average,Negative,Does not qualify
107126,531802,0,Real Estate,Not Rated,Prerna Infrabuild,Positive,Does not qualify,Positive,Does not qualify
352991,526723,0,Real Estate,Not Rated,NTC Industries,Flat,Does not qualify,Flat,Does not qualify
332486,531540,0,Real Estate,Not Rated,Maruti Infra,Positive,Does not qualify,Positive,Does not qualify
880583,530695,0,Real Estate,Not Rated,Prime Property,Negative,Does not qualify,Negative,Does not qualify
917458,526727,0,Real Estate,Not Rated,Garnet Construction,Outstanding,Does not qualify,Outstanding,Does not qualify
290524,526519,ALPINEHOU,Real Estate,Not Rated,Alpine Housing,Positive,Does not qualify,Positive,Does not qualify
483179,507828,ANSALHSG,Real Estate,Not Rated,Ansal Housing,Negative,Does not qualify,Negative,Does not qualify
758493,533012,LPDC,Real Estate,Not Rated,Landmark Property,Flat,Does not qualify,Flat,Does not qualify
191277,534338,0,Real Estate,Not Rated,Max Heights Infra,Flat,Does not qualify,Flat,Does not qualify
203869,523007,0,Real Estate,Not Rated,Ansal Buildwell,Positive,Does not qualify,Positive,Does not qualify
996466,531814,0,Real Estate,Not Rated,Tirupati Sarjan,Flat,Does not qualify,Flat,Does not qualify
412516,511714,0,Real Estate,Strong Sell,Nimbus Projects,Flat,Below Average,Flat,Does not qualify
432616,538596,0,Real Estate,Not Rated,Quantum Build-Tech,Flat,Does not qualify,Flat,Does not qualify
998045,531228,,Real Estate,Not Rated,Rander Corporation,Flat,Does not qualify,Flat,Does not qualify
855381,531574,0,Real Estate,Sell,Vas Infrastructure,Flat,Below Average,Flat,Does not qualify
980532,503349,0,Real Estate,Not Rated,Victoria Mills,Flat,Does not qualify,Flat,Does not qualify
669041,523566,0,Real Estate,Not Rated,Martin Burn,Flat,Does not qualify,Flat,Does not qualify
471324,509048,0,Real Estate,Not Rated,Lancor Holdings,Negative,Does not qualify,Negative,Does not qualify
212377,503229,0,Real Estate,Not Rated,Simplex Realty,Positive,Does not qualify,Positive,Does not qualify
1003076,542046,0,Real Estate,Not Rated,Vivid Mercantile,,Below Average,,Does not qualify
521532,533482,KRIDHANINF,Real Estate,Not Rated,Kridhan Infra,Negative,Does not qualify,Negative,Does not qualify
940800,505650,0,Real Estate,Not Rated,Skyline Millars,Flat,Does not qualify,Flat,Does not qualify
853767,531416,0,Real Estate,Not Rated,Narendra Properties,Flat,Does not qualify,Flat,Does not qualify
999981,539363,0,Real Estate,Not Rated,Sri Krishna Const.,Flat,Does not qualify,Flat,Does not qualify
1003144,542677,0,Real Estate,Not Rated,Mahesh Developers,Flat,Does not qualify,Flat,Does not qualify
927565,508996,0,Real Estate,Strong Sell,Satra Properties (I),Negative,Below Average,Negative,Does not qualify
1002684,540152,0,Real Estate,Not Rated,India Green Reality,,Below Average,,Does not qualify
303620,526917,0,Real Estate,Not Rated,CHD Developers,,Below Average,,Does not qualify
853942,526407,0,Real Estate,Not Rated,Ritesh Properties,Negative,Does not qualify,Negative,Does not qualify
588333,531968,0,Real Estate,Strong Sell,IITL Projects,Flat,Below Average,Flat,Does not qualify
884732,502445,0,Real Estate,Not Rated,Citadel Realty,Flat,Does not qualify,Flat,Does not qualify
678226,532114,0,Real Estate,Strong Sell,Alchemist Realty,Positive,Below Average,Positive,Does not qualify
168357,530807,0,Real Estate,Strong Sell,Regaliaa Realty,Flat,Below Average,Flat,Does not qualify
972565,511131,0,Real Estate,Not Rated,Kamanwala Hsg Constn,Flat,Does not qualify,Flat,Does not qualify
732769,531155,0,Real Estate,Not Rated,Epsom Properties,Flat,Does not qualify,Flat,Does not qualify
669475,523650,0,Real Estate,Not Rated,Redex Protech,Flat,Does not qualify,Flat,Does not qualify
300449,532991,MVL,Real Estate,Strong Sell,MVL,Flat,Below Average,Flat,Does not qualify
556014,532123,BSELINFRA,Real Estate,Not Rated,BSEL Infra Realty,Flat,Does not qualify,Flat,Does not qualify
332977,513173,0,Real Estate,Not Rated,Steel Strips Infra,Flat,Does not qualify,Flat,Does not qualify
221174,526823,0,Real Estate,Strong Sell,Rajeswari Infrastruc,Positive,Below Average,Positive,Does not qualify
1002689,540190,0,Real Estate,Not Rated,Franklin Industries,Negative,Does not qualify,Negative,Does not qualify
1000287,540134,0,Real Estate,Not Rated,Ishaan Infrastruct.,Positive,Does not qualify,Positive,Does not qualify
161440,535141,0,Real Estate,Not Rated,Sunstar Realty,Flat,Does not qualify,Flat,Does not qualify
148733,514197,0,Real Estate,Not Rated,S&T Corporation,Flat,Does not qualify,Flat,Does not qualify
642309,531694,0,Real Estate,Not Rated,Rainbow Foundation,Positive,Does not qualify,Positive,Does not qualify
926138,530799,0,Real Estate,Not Rated,Anna Infrastructures,Flat,Does not qualify,Flat,Does not qualify
322830,526500,0,Real Estate,Not Rated,Sterling Green Woods,Flat,Does not qualify,Flat,Does not qualify
551343,536846,0,Real Estate,Not Rated,Yuranus Infra.,Flat,Does not qualify,Flat,Does not qualify
1003078,542002,0,Real Estate,Not Rated,Devoted Construction,,Below Average,,Does not qualify
809014,507886,0,Real Estate,Not Rated,Dhruv Estates,Positive,Does not qualify,Positive,Does not qualify
126390,531552,0,Real Estate,Not Rated,RTCL Ltd.,Positive,Does not qualify,Positive,Does not qualify
166406,532467,0,Real Estate,Not Rated,Hazoor Multi Project,Negative,Does not qualify,Negative,Does not qualify
178123,522209,0,Real Estate,Not Rated,Yogi Infra Projects,Flat,Does not qualify,Flat,Does not qualify
913140,509423,BAKELHYLAM,Real Estate,Strong Sell,Sanathnagar Enterpri,Negative,Below Average,Negative,Does not qualify
111928,536659,0,Real Estate,Not Rated,PVV Infra,Negative,Does not qualify,Negative,Does not qualify
226943,538993,0,Real Estate,Not Rated,Purohit Construction,Flat,Does not qualify,Flat,Does not qualify
999959,539434,0,Real Estate,Not Rated,Brilliant Portfolios,Flat,Does not qualify,Flat,Does not qualify
883017,507917,0,Real Estate,Not Rated,East Buildtech,Negative,Does not qualify,Negative,Does not qualify
209120,530141,0,Real Estate,Not Rated,Gyan Dev. & Builders,Flat,Does not qualify,Flat,Does not qualify
305083,523862,0,Real Estate,Not Rated,Pacheli Indl.Finance,Flat,Does not qualify,Flat,Does not qualify
267031,531583,,Real Estate,Not Rated,Rap Media,Flat,Does not qualify,Flat,Does not qualify
448830,526813,0,Real Estate,Not Rated,Raghunath Intl.,Flat,Does not qualify,Flat,Does not qualify
1002782,0,PUSHPREALM,Real Estate,Not Rated,Pushpanjali Realms,,Below Average,,Does not qualify
419765,534731,0,Real Estate,Not Rated,Bronze Infra-Tech,Flat,Does not qualify,Flat,Does not qualify
1002723,0,AKASH,Real Estate,Not Rated,Akash Infra-Projects,Flat,Does not qualify,Flat,Does not qualify
561820,0,CMMIPL,Real Estate,Not Rated,CMM Infraprojects,,Below Average,,Does not qualify
999971,0,SHAIVAL,Real Estate,Not Rated,Shaival Reality,,Below Average,,Does not qualify
1002891,0,SHRADHA,Real Estate,Not Rated,Shradha Infraproject,,Below Average,,Does not qualify
1002674,0,ARTNIRMAN,Real Estate,Not Rated,Art Nirman,,Below Average,,Does not qualify
1002675,0,DRL,Real Estate,Not Rated,Dhanuka Realty,,Below Average,,Does not qualify
1003275,0,SECL,Real Estate,Not Rated,Salasar Exteriors,,Does not qualify,,Does not qualify
1002791,540621,BHAGYAPROP,Real Estate,Not Rated,Bhagyanagar Propert,Flat,Does not qualify,Flat,Does not qualify
213048,533090,EXCEL,Real Estate,Not Rated,Excel Realty,Flat,Does not qualify,Flat,Does not qualify
967179,523724,VIJSHAN,Real Estate,Not Rated,Vijay Shanthi Build.,Flat,Does not qualify,Flat,Does not qualify
755383,531624,COUNCODOS,Real Estate,Not Rated,Country CondoS,Flat,Does not qualify,Flat,Does not qualify
1003304,542864,NULL,Real Estate,Not Rated,Mount Housing,Flat,Does not qualify,Flat,Does not qualify
719521,531381,ARIHANT,Real Estate,Not Rated,Arihant Foundn. &Hsg,Negative,Does not qualify,Negative,Does not qualify
356486,523628,PODDARHOUS,Real Estate,Sell,Poddar Hsg.&Devlop.,Flat,Average,Flat,Risky
1003044,0,SUMIT,Real Estate,Not Rated,Sumit Woods,Flat,Does not qualify,Flat,Does not qualify
262477,533284,RPPINFRA,Real Estate,Strong Sell,RPP Infra Projects,Negative,Average,Negative,Does not qualify
1002672,0,PANSARI,Real Estate,Not Rated,Pansari Developers,,Below Average,,Does not qualify
349351,532830,ASTRAL,Plastic Products,Sell,Astral Poly Technik,Positive,Good,Positive,Very Expensive
778316,509930,SUPREMEIND,Plastic Products,Hold,Supreme Industries,Positive,Good,Positive,Fair
621045,500135,ESSELPACK,Plastic Products,Hold,Essel Propack,Positive,Good,Positive,Expensive
408500,500940,FINPIPE,Plastic Products,Sell,Finolex Inds,Flat,Good,Flat,Very Attractive
728631,505509,RESPONIND,Plastic Products,Strong Sell,Responsive Inds,Negative,Below Average,Negative,Very Expensive
889867,523385,NILKAMAL,Plastic Products,Sell,Nilkamal,Negative,Good,Negative,Very Attractive
775741,524051,POLYPLEX,Plastic Products,Sell,Polyplex Corporation,Flat,Good,Flat,Very Attractive
686667,506222,INEOSSTYRO,Plastic Products,Hold,INEOS Styrolution,Flat,Average,Flat,Very Expensive
733141,523025,SAFARI,Plastic Products,Sell,Safari Industries(I),Positive,Average,Positive,Expensive
864806,500227,JINDALPOLY,Plastic Products,Hold,Jindal Poly Films,Very Positive,Average,Very Positive,Very Attractive
301579,532856,TIMETECHNO,Plastic Products,Sell,Time Technoplast,Flat,Good,Flat,Very Attractive
219617,533080,MOLDTKPAC,Plastic Products,Sell,Mold-Tek Packaging,Flat,Good,Flat,Attractive
351446,524019,KINGFA,Plastic Products,Sell,Kingfa Science,Positive,Average,Positive,Very Attractive
