mm_id,BSEID,NSEID,Industry,Mojo,Name,financial,quality,technical,valuation
661630,524594,ASHOKALCO,Chemicals,Not Rated,Ashok Alco Chem,Negative,Does not qualify,Negative,Does not qualify
650060,524582,0,Chemicals,Not Rated,Tirupati Starch&Chem,Flat,Does not qualify,Flat,Does not qualify
981622,524514,0,Chemicals,Strong Sell,Tulasee Bio-Ethanol,Flat,Below Average,Flat,Does not qualify
552857,538634,0,Chemicals,Not Rated,Vasundhara Rasayans,Positive,Does not qualify,Positive,Does not qualify
487832,531541,0,Chemicals,Sell,Avon Lifescien,Flat,Below Average,Flat,Does not qualify
371655,530815,0,Chemicals,Not Rated,Refnol Resins & Chem,Flat,Does not qualify,Flat,Does not qualify
992933,519097,0,Chemicals,Not Rated,Ritesh International,Positive,Does not qualify,Positive,Does not qualify
692940,533317,OMKARCHEM,Chemicals,Strong Sell,Omkar SpecialityChem,Positive,Below Average,Positive,Does not qualify
879996,524768,0,Chemicals,Not Rated,Emmessar Biotech&Nut,Flat,Does not qualify,Flat,Does not qualify
583437,506640,0,Chemicals,Not Rated,Gujchem Distillers,Flat,Does not qualify,Flat,Does not qualify
100101,524210,0,Chemicals,Not Rated,Pentokey Organy,Flat,Does not qualify,Flat,Does not qualify
455905,526269,0,Chemicals,Not Rated,Crestchem,Positive,Does not qualify,Positive,Does not qualify
266992,507515,0,Chemicals,Not Rated,CJ Gelatine Products,Flat,Does not qualify,Flat,Does not qualify
474358,532425,0,Chemicals,Not Rated,Genus Prime Infra,Flat,Does not qualify,Flat,Does not qualify
413896,524434,0,Chemicals,Not Rated,Asian Petroproducts,Flat,Does not qualify,Flat,Does not qualify
608650,514248,0,Chemicals,Not Rated,Sreechem Resins,Positive,Does not qualify,Positive,Does not qualify
608735,524743,0,Chemicals,Strong Sell,Fischer Chemic,Flat,Below Average,Flat,Does not qualify
380373,531881,0,Chemicals,Not Rated,Gujarat Metal. Coal,Flat,Does not qualify,Flat,Does not qualify
1002701,0,PROLIFE,Chemicals,Not Rated,Prolife Industries,,Below Average,,Does not qualify
1002671,0,AURDIS,Chemicals,Not Rated,Aurangabad Distille,,Below Average,,Does not qualify
1002769,0,VSCL,Chemicals,Not Rated,Vadivarhe Speciality,Flat,Does not qualify,Flat,Risky
1002936,0,HINDCON,Chemicals,Not Rated,Hindcon Chemicals,,Below Average,,Does not qualify
1002977,0,MAHICKRA,Chemicals,Not Rated,Mahickra Chemicals,,Does not qualify,,Does not qualify
598465,532457,GULPOLY,Chemicals,Sell,Gulshan Polyols,Flat,Average,Flat,Does not qualify
1003022,0,AMBANIORG,Chemicals,Not Rated,Ambani Organics,,Below Average,,Does not qualify
1002721,0,SANGINITA,Chemicals,Sell,Sanginita Chemicals,Flat,Average,Flat,Risky
1003033,0,UCL,Chemicals,Not Rated,Ushanti Colour Chem,,Below Average,,Does not qualify
174867,0,JOCIL,Chemicals,Not Rated,Jocil,Very Positive,Does not qualify,Very Positive,Does not qualify
767573,539447,BEARDSELL,Chemicals,Not Rated,Beardsell,Flat,Does not qualify,Flat,Does not qualify
1003142,0,PAR,Chemicals,Not Rated,Par Drugs & Chem.,,Does not qualify,,Does not qualify
1002931,0,ARVEE,Chemicals,Not Rated,Arvee Laboratories,,Below Average,,Does not qualify
807270,509820,PAPERPROD,Packaging ,Hold,Huhtamaki PPL,Positive,Average,Positive,Very Attractive
585335,500148,UFLEX,Packaging ,Sell,Uflex,Negative,Average,Negative,Very Attractive
189427,504966,TINPLATE,Packaging ,Sell,Tinplate Company,Positive,Average,Positive,Very Attractive
350988,508814,COSMOFILMS,Packaging ,Hold,Cosmo Films,Outstanding,Average,Outstanding,Very Attractive
131043,500655,GARWARPOLY,Packaging ,Sell,Garware Polyester,Negative,Average,Negative,Very Attractive
529773,523301,TCPLPACK,Packaging ,Sell,TCPL Packaging,Flat,Average,Flat,Very Attractive
211122,532684,EKC,Packaging ,Strong Sell,Everest Kanto Cylind,Flat,Below Average,Flat,Fair
680962,512453,0,Packaging ,Sell,Shri Jagdamba Poly,Flat,Average,Flat,Very Attractive
915962,526325,ORIENTLTD,Packaging ,Strong Sell,Orient Press,Flat,Below Average,Flat,Does not qualify
921015,533161,EMMBI,Packaging ,Sell,Emmbi Industries,Flat,Average,Flat,Does not qualify
513047,526217,HITECHCORP,Packaging ,Strong Sell,Hitech Corporation L,Negative,Average,Negative,Does not qualify
887044,507779,0,Packaging ,Not Rated,Kanpur Plastipack,Negative,Does not qualify,Negative,Does not qualify
653798,533608,0,Packaging ,Not Rated,RDB Rasayans,Flat,Does not qualify,Flat,Does not qualify
919889,504840,0,Packaging ,Not Rated,Kaira Can Co,Positive,Does not qualify,Positive,Does not qualify
805987,526853,0,Packaging ,Strong Sell,Bilcare,Negative,Below Average,Negative,Does not qualify
183395,516110,0,Packaging ,Not Rated,Scandent Imaging,Flat,Does not qualify,Flat,Does not qualify
268887,530315,HINDTINWRK,Packaging ,Not Rated,Hind Tin Works,Flat,Does not qualify,Flat,Does not qualify
1000819,539526,0,Packaging ,Not Rated,Suncare Traders,Flat,Does not qualify,Flat,Does not qualify
949177,502448,ROLLT,Packaging ,Not Rated,Rollatainers,Flat,Does not qualify,Flat,Does not qualify
148447,532692,RMCL,Packaging ,Not Rated,Radha Madhav Corp.,Very Negative,Does not qualify,Very Negative,Does not qualify
1003137,542666,0,Packaging ,Not Rated,GKP Printing & Pack,,Does not qualify,,Does not qualify
611893,526703,0,Packaging ,Not Rated,Ecoplast,Flat,Does not qualify,Flat,Does not qualify
800615,516062,0,Packaging ,Strong Sell,Natl.Plyw,Negative,Below Average,Negative,Does not qualify
633460,532310,SHREERAMA,Packaging ,Not Rated,Shree RamaMulti-Tech,Flat,Does not qualify,Flat,Does not qualify
380726,532828,AMDIND,Packaging ,Not Rated,AMD Industries,Flat,Does not qualify,Flat,Does not qualify
903649,526435,0,Packaging ,Not Rated,Perfectpac,Negative,Does not qualify,Negative,Does not qualify
968175,533638,FLEXITUFF,Packaging ,Not Rated,Flexituff Ventures,Very Negative,Does not qualify,Very Negative,Does not qualify
449130,526137,SHETRON,Packaging ,Not Rated,Shetron,Flat,Does not qualify,Flat,Does not qualify
685333,500421,TPINDIA,Packaging ,Strong Sell,TPL India,Negative,Below Average,Negative,Does not qualify
769967,523021,RISHIPACK,Packaging ,Not Rated,Rishi Techtex,Flat,Does not qualify,Flat,Does not qualify
374457,526554,0,Packaging ,Not Rated,Salguti Industries,Negative,Does not qualify,Negative,Does not qualify
1003354,542865,NULL,Packaging ,Not Rated,Anuroop Packagin,,Does not qualify,,Does not qualify
630188,524038,VENLONPOLY,Packaging ,Strong Sell,Venlon Enterprises,Flat,Below Average,Flat,Does not qualify
508514,531780,0,Packaging ,Not Rated,Kaiser Corp.,Flat,Does not qualify,Flat,Does not qualify
461511,530111,0,Packaging ,Not Rated,Raj Packaging Inds,Flat,Does not qualify,Flat,Does not qualify
590962,526717,0,Packaging ,Strong Sell,Gopala Polyplast,Negative,Below Average,Negative,Does not qualify
376574,516078,JUMBO,Packaging ,Not Rated,Jumbo Bag,Negative,Does not qualify,Negative,Does not qualify
306695,526355,0,Packaging ,Not Rated,Duropack,Flat,Does not qualify,Flat,Does not qualify
807464,513507,0,Packaging ,Not Rated,Guj.Contain,Flat,Does not qualify,Flat,Does not qualify
311850,530063,0,Packaging ,Strong Sell,Yashraj Containeurs,Flat,Below Average,Flat,Does not qualify
704264,532330,0,Packaging ,Strong Sell,Biopac India Corpn.,Flat,Below Average,Flat,Does not qualify
420296,530899,0,Packaging ,Not Rated,Asia Pack,Flat,Does not qualify,Flat,Does not qualify
113956,531280,0,Packaging ,Not Rated,Pankaj Polymers,Flat,Does not qualify,Flat,Does not qualify
915519,530403,0,Packaging ,Strong Sell,Vallabh Poly-Plast,Flat,Below Average,Flat,Does not qualify
324959,539175,0,Packaging ,Sell,Indra Industries,Positive,Below Average,Positive,Does not qualify
239602,530931,0,Packaging ,Not Rated,Stanpacks (India),Flat,Does not qualify,Flat,Does not qualify
724109,513063,TRANSFREIT,Packaging ,Not Rated,Trans Freight Conta.,Flat,Does not qualify,Flat,Does not qualify
881771,539043,BKMINDST,Packaging ,Not Rated,BKM Industries,Flat,Does not qualify,Flat,Does not qualify
127962,523712,0,Packaging ,Not Rated,JMG Corp.,Flat,Does not qualify,Flat,Does not qualify
694204,504673,0,Packaging ,Not Rated,Universal Prime Alum,Flat,Does not qualify,Flat,Does not qualify
905189,526494,0,Packaging ,Strong Sell,Promact Impex,Negative,Below Average,Negative,Does not qualify
268898,523186,0,Packaging ,Not Rated,B&A Packaging India,Positive,Does not qualify,Positive,Does not qualify
795366,531989,0,Packaging ,Strong Sell,Deccan Polypacks,Flat,Below Average,Flat,Does not qualify
994857,523836,GUJRAFFIA,Packaging ,Not Rated,Guj Raffia Inds,Negative,Does not qualify,Negative,Does not qualify
456168,0,WIPL,Packaging ,Not Rated,The Western India,Flat,Does not qualify,Flat,Does not qualify
779011,500696,HINDUNILVR,FMCG,Buy,Hindustan Unilever,Flat,Excellent,Flat,Very Expensive
226036,500790,NESTLEIND,FMCG,Hold,Nestle,Flat,Excellent,Flat,Very Expensive
171892,500096,DABUR,FMCG,Hold,Dabur India,Flat,Good,Flat,Expensive
619599,500331,PIDILITIND,FMCG,Hold,Pidilite Inds.,Positive,Excellent,Positive,Very Expensive
963994,500825,BRITANNIA,FMCG,Hold,Britannia Inds,Flat,Excellent,Flat,Expensive
597425,532424,GODREJCP,FMCG,Sell,Godrej Consumer Prod,Flat,Good,Flat,Fair
284541,500676,GSKCONS,FMCG,Buy,Glaxo.Cons. Health,Positive,Good,Positive,Expensive
927063,500459,PGHH,FMCG,Sell,P&G Hygiene,Flat,Good,Flat,Very Expensive
441024,531642,MARICO,FMCG,Sell,Marico,Flat,Good,Flat,Very Attractive
118611,500830,COLPAL,FMCG,Sell,Colgate Palmol. (I),Flat,Good,Flat,Expensive
526321,507815,GILLETTE,FMCG,Sell,Gillette India,Flat,Good,Flat,Very Expensive
143614,531531,HATSUN,FMCG,Sell,Hatsun Agro Products,Flat,Good,Flat,Fair
295527,531162,EMAMILTD,FMCG,Sell,Emami,Flat,Good,Flat,Very Attractive
1002842,540743,GODREJAGRO,FMCG,Sell,Godrej Agrovet,Flat,Good,Flat,Very Attractive
791358,533229,BAJAJCON,FMCG,Sell,Bajaj Corp,Negative,Good,Negative,Expensive
724048,501425,BBTC,FMCG,Not Rated,Bombay Burmah Trdg.,Positive,Does not qualify,Positive,Does not qualify
973634,532926,JYOTHYLAB,FMCG,Sell,Jyothy Labs,Negative,Good,Negative,Very Attractive
778907,519091,TASTYBITE,FMCG,Hold,Tasty Bite Eatables,Positive,Average,Positive,Expensive
276044,519126,HNDFDS,FMCG,Hold,Hindustan Foods,Very Positive,Average,Very Positive,Expensive
215441,533400,FCONSUMER,FMCG,Strong Sell,Future Consumer,Negative,Below Average,Negative,Expensive
1002835,540724,DIAMONDYD,FMCG,Sell,Prataap Snacks,Negative,Average,Negative,Very Attractive
294058,523261,VENKEYS,FMCG,Sell,Venkys India,Negative,Average,Negative,Very Attractive
501629,519552,HERITGFOOD,FMCG,Strong Sell,Heritage Foods,Negative,Average,Negative,Risky
668545,519588,DFMFOODS,FMCG,Hold,DFM Foods,Negative,Average,Negative,Very Attractive
1000522,539889,PARAGMILK,FMCG,Sell,Parag Milk Foods,Negative,Average,Negative,Very Attractive
209091,539351,PRABHAT,FMCG,Strong Sell,Prabhat Dairy,Negative,Below Average,Negative,Risky
892537,519183,ADFFOODS,FMCG,Hold,ADF Foods,Positive,Average,Positive,Very Attractive
856077,519156,VADILALIND,FMCG,Hold,Vadilal Industries,Flat,Average,Flat,Very Attractive
1003099,542333,CESCVENT,FMCG,Sell,CESC Ventures,Very Negative,Good,Very Negative,Very Attractive
1000433,539594,0,FMCG,Sell,Mishtann Foods,Flat,Good,Flat,Fair
624626,507525,0,FMCG,Sell,Amrit Corp,Flat,Below Average,Flat,Risky
644548,507552,0,FMCG,Strong Sell,Foods & Inns,Flat,Below Average,Flat,Fair
590188,507621,0,FMCG,Sell,Milkfood,Flat,Below Average,Flat,Attractive
232533,539207,MANPASAND,FMCG,Strong Sell,Manpasand Beverages,Negative,Below Average,Negative,Expensive
1000550,540717,0,FMCG,Not Rated,Polo Queen Indl.,Negative,Does not qualify,Negative,Does not qualify
1002870,540757,0,FMCG,Not Rated,Sheetal Cool Prod,,Below Average,,Risky
997428,519152,0,FMCG,Sell,Vadilal Enterprises,Flat,Average,Flat,Does not qualify
104297,532143,SKMEGGPROD,FMCG,Not Rated,SKM Egg Products,Negative,Does not qualify,Negative,Does not qualify
1002993,541352,0,FMCG,Not Rated,Megastar Foods,,Below Average,,Does not qualify
751354,519295,0,FMCG,Not Rated,Bambino Agro Ind.,Positive,Does not qualify,Positive,Does not qualify
190647,500231,UMANGDAIRY,FMCG,Not Rated,Umang Dairies,Flat,Does not qualify,Flat,Does not qualify
408461,519397,0,FMCG,Not Rated,Sharat Industries,Flat,Does not qualify,Flat,Does not qualify
279896,507474,0,FMCG,Not Rated,Kothari Fermentn&Bio,Flat,Does not qualify,Flat,Does not qualify
1000687,540728,0,FMCG,Not Rated,Sayaji Industries,Negative,Does not qualify,Negative,Does not qualify
132842,530077,0,FMCG,Not Rated,Freshtrop Fruits,Negative,Does not qualify,Negative,Does not qualify
1002740,540405,0,FMCG,Not Rated,Oceanic Foods,Flat,Does not qualify,Flat,Does not qualify
1002947,541083,0,FMCG,Not Rated,Inflame Appliances,,Below Average,,Does not qualify
199945,519475,0,FMCG,Not Rated,Chordia Food Prod,Flat,Does not qualify,Flat,Does not qualify
175360,523672,0,FMCG,Not Rated,Flex Foods,Negative,Does not qualify,Negative,Does not qualify
1002930,540955,0,FMCG,Not Rated,Tasty Dairy Special.,,Below Average,,Does not qualify
524925,531882,KWALITY,FMCG,Strong Sell,Kwality,Negative,Below Average,Negative,Does not qualify
150728,532771,JHS,FMCG,Not Rated,JHS Svendgaard,Flat,Does not qualify,Flat,Does not qualify
370607,526899,0,FMCG,Not Rated,Himalaya Food,Positive,Does not qualify,Positive,Does not qualify
574685,519457,0,FMCG,Not Rated,Virat Crane Ind.,Flat,Does not qualify,Flat,Does not qualify
1002719,540332,0,FMCG,Not Rated,Tanvi Foods,,Below Average,,Does not qualify
360373,533212,GKB,FMCG,Not Rated,GKB Ophthalmics,Flat,Does not qualify,Flat,Does not qualify
829512,531406,0,FMCG,Not Rated,ANS Industries,Flat,Does not qualify,Flat,Does not qualify
616958,530741,0,FMCG,Not Rated,Ovobel Foods,Positive,Does not qualify,Positive,Does not qualify
205426,519383,ANIKINDS,FMCG,Not Rated,Anik Industries,Positive,Does not qualify,Positive,Does not qualify
474181,531982,0,FMCG,Not Rated,Spectrum Foods,Positive,Does not qualify,Positive,Does not qualify
500120,507598,KLRF,FMCG,Not Rated,Kovil.Lakshmi Roller,Flat,Does not qualify,Flat,Does not qualify
308189,523475,0,FMCG,Strong Sell,Lotus Chocolate,Flat,Below Average,Flat,Does not qualify
959260,523120,0,FMCG,Not Rated,Ador Multiprod,Flat,Does not qualify,Flat,Does not qualify
1003381,542935,,FMCG,Not Rated,ICL Organic,,Does not qualify,,Does not qualify
1003004,541418,0,FMCG,Not Rated,Nakoda Group,,Below Average,,Does not qualify
978790,524136,0,FMCG,Not Rated,Pee Cee Cosma Sope,Flat,Does not qualify,Flat,Does not qualify
745793,507690,0,FMCG,Not Rated,Orient Beverages,Flat,Does not qualify,Flat,Does not qualify
404362,519566,0,FMCG,Not Rated,Simran Farms,Negative,Does not qualify,Negative,Does not qualify
981259,530617,0,FMCG,Not Rated,Sampre Nutritions,Flat,Does not qualify,Flat,Does not qualify
1003023,541601,0,FMCG,Not Rated,Rajnish Wellnewss,,Below Average,,Does not qualify
365023,526231,0,FMCG,Not Rated,Standard Surfactants,Negative,Does not qualify,Negative,Does not qualify
160843,530461,0,FMCG,Not Rated,Saboo Sodium Chloro,Flat,Does not qualify,Flat,Does not qualify
554189,530853,0,FMCG,Not Rated,Hipolin,Flat,Does not qualify,Flat,Does not qualify
344818,519285,0,FMCG,Sell,Tarai Foods,Flat,Below Average,Flat,Does not qualify
303289,530953,0,FMCG,Not Rated,Sunil Agro Foods,Flat,Does not qualify,Flat,Does not qualify
908196,507970,0,FMCG,Not Rated,Paramount Cosmetics,Flat,Does not qualify,Flat,Does not qualify
1002909,540850,0,FMCG,Not Rated,Jhandewalas Foods,,Below Average,,Does not qualify
183305,531598,0,FMCG,Not Rated,Nimbus Foods Inds.,,Below Average,,Does not qualify
670292,519287,0,FMCG,Strong Sell,Modern Dairies,Flat,Below Average,Flat,Does not qualify
345942,519612,0,FMCG,Not Rated,Mahaan Foods,Positive,Does not qualify,Positive,Does not qualify
611029,517554,0,FMCG,Not Rated,NHC Foods,Flat,Does not qualify,Flat,Does not qualify
1002812,540681,0,FMCG,Not Rated,Chothani Foods,,Below Average,,Does not qualify
510761,519031,0,FMCG,Not Rated,Shah Foods,Flat,Does not qualify,Flat,Does not qualify
672864,519279,MADHURFOOD,FMCG,Not Rated,Madhur Industries,Flat,Does not qualify,Flat,Does not qualify
1002943,0,SARVESHWAR,FMCG,Not Rated,Sarveshwar Foods,,Below Average,,Does not qualify
1003308,533281,TECHNO,FMCG,,Techno Elec.,,Does not qualify,,Does not qualify
1003043,0,DANGEE,FMCG,Not Rated,Dangee Dums,,Below Average,,Risky
1002742,0,EIFFL,FMCG,Not Rated,Euro India FreshFood,,Below Average,,Risky
1002838,0,BABAFOOD,FMCG,Not Rated,Baba Agro Food,,Below Average,,Does not qualify
1002862,0,OMFURN,FMCG,Not Rated,Omfurn India,,Below Average,,Does not qualify
884883,524226,GAEL,Refined Oil & Vanaspati,Sell,Guj. Ambuja Exports,Flat,Average,Flat,Fair
934380,500215,ATFL,Refined Oil & Vanaspati,Sell,Agro Tech Food,Flat,Average,Flat,Attractive
818765,519105,AVTNPL,Refined Oil & Vanaspati,Hold,AVT Natural Prod,Outstanding,Average,Outstanding,Very Attractive
403800,519421,KSE,Refined Oil & Vanaspati,Sell,KSE,Positive,Average,Positive,Risky
494074,519248,JVLAGRO,Refined Oil & Vanaspati,Not Rated,JVL Agro Industries,,Below Average,,Risky
913751,532980,GOKUL,Refined Oil & Vanaspati,Strong Sell,Gokul Refoils & Solv,Flat,Below Average,Flat,Very Attractive
1002587,539725,GOKULAGRO,Refined Oil & Vanaspati,Hold,Gokul Agro Resources,Very Positive,Average,Very Positive,Very Attractive
651120,531069,0,Refined Oil & Vanaspati,Sell,Vijay Solvex,Very Positive,Below Average,Very Positive,Attractive
820800,500368,RUCHISOYA,Refined Oil & Vanaspati,Sell,Ruchi Soya Inds.,Very Positive,Below Average,Very Positive,Does not qualify
398540,533210,0,Refined Oil & Vanaspati,Not Rated,Kriti Nutrients,Flat,Does not qualify,Flat,Does not qualify
670300,524332,0,Refined Oil & Vanaspati,Not Rated,BCL Industries,Flat,Does not qualify,Flat,Does not qualify
933424,509020,RUCHINFRA,Refined Oil & Vanaspati,Not Rated,Ruchi Infra.,Flat,Does not qualify,Flat,Does not qualify
318299,519216,0,Refined Oil & Vanaspati,Not Rated,Ajanta Soya,Positive,Does not qualify,Positive,Does not qualify
478683,530119,0,Refined Oil & Vanaspati,Not Rated,Natraj Proteins,Negative,Does not qualify,Negative,Does not qualify
939736,530735,0,Refined Oil & Vanaspati,Not Rated,Super Bakers (India),Flat,Does not qualify,Flat,Does not qualify
850733,532961,SITASHREE,Refined Oil & Vanaspati,Not Rated,Sita Shree Food,,Below Average,,Does not qualify
729163,519373,VIMALOIL,Refined Oil & Vanaspati,Strong Sell,Vimal Oil & Foods,Flat,Below Average,Flat,Does not qualify
347516,500112,SBIN,Public Banks,Sell,SBI,Very Positive,Average,Very Positive,Fair
824055,532134,BANKBARODA,Public Banks,Sell,Bank Of Baroda,Flat,Average,Flat,Attractive
542329,500116,IDBI,Public Banks,Strong Sell,IDBI,Negative,Below Average,Negative,Expensive
616556,532461,PNB,Public Banks,Strong Sell,PNB,Positive,Below Average,Positive,Fair
364261,532388,IOB,Public Banks,Strong Sell,Indian Overseas Bank,Negative,Below Average,Negative,Expensive
793993,532149,BANKINDIA,Public Banks,Strong Sell,Bank Of India,Positive,Below Average,Positive,Attractive
998049,532477,UNIONBANK,Public Banks,Strong Sell,Union Bank Of India,Positive,Below Average,Positive,Fair
767147,532505,UCOBANK,Public Banks,Strong Sell,UCO Bank,Flat,Below Average,Flat,Expensive
954692,532483,CANBK,Public Banks,Strong Sell,Canara Bank,Positive,Below Average,Positive,Attractive
721368,532885,CENTRALBK,Public Banks,Strong Sell,CentralBank of India,Positive,Below Average,Positive,Fair
291436,532525,MAHABANK,Public Banks,Strong Sell,Bank of Maharashtra,Very Positive,Below Average,Very Positive,Expensive
590845,532814,INDIANB,Public Banks,Sell,Indian Bank,Positive,Average,Positive,Very Attractive
170791,533295,PSB,Public Banks,Strong Sell,Punjab & Sind Bank,Negative,Below Average,Negative,Fair
187595,506395,COROMANDEL,Fertilizers,Hold,Coromandel Interntl.,Positive,Good,Positive,Fair
513245,500085,CHAMBLFERT,Fertilizers,Hold,Chambal Fert & Chem,Very Positive,Average,Very Positive,Very Attractive
209609,500125,EIDPARRY,Fertilizers,Hold,E.I.D. Parry (I),Positive,Average,Positive,Very Attractive
632923,590024,FACT,Fertilizers,Strong Sell,Fert Chem Travancore,Outstanding,Below Average,Outstanding,Risky
907439,500670,GNFC,Fertilizers,Sell,GNFC,Flat,Average,Flat,Very Attractive
872482,524230,RCF,Fertilizers,Strong Sell,RCF,Flat,Below Average,Flat,Expensive
198275,500690,GSFC,Fertilizers,Strong Sell,GSFC,Very Negative,Average,Very Negative,Expensive
348227,523630,NFL,Fertilizers,Strong Sell,National Fertilizers,Flat,Below Average,Flat,Expensive
871937,500645,DEEPAKFERT,Fertilizers,Strong Sell,Deepak Fert & Petro,Flat,Below Average,Flat,Expensive
885398,530011,MANGCHEFER,Fertilizers,Strong Sell,Mangalore Chem &Fert,Flat,Below Average,Flat,Attractive
413191,534742,ZUARI,Fertilizers,Strong Sell,Zuari Agro Chemicals,Very Negative,Below Average,Very Negative,Risky
492294,590030,SPIC,Fertilizers,Strong Sell,SPIC,Negative,Below Average,Negative,Very Attractive
1000449,539917,NAGAFERT,Fertilizers,Strong Sell,Nagarjuna Fertilizer,Flat,Below Average,Flat,Risky
694669,590134,MADRASFERT,Fertilizers,Strong Sell,Madras Fertilizers,Flat,Below Average,Flat,Risky
394036,531862,0,Fertilizers,Not Rated,Bharat Agri Fert,Negative,Does not qualify,Negative,Does not qualify
511670,507794,0,Fertilizers,Not Rated,Khaitan Chem & Fert.,Very Positive,Does not qualify,Very Positive,Does not qualify
411597,532935,ARIES,Fertilizers,Not Rated,Aries Agro,Positive,Does not qualify,Positive,Does not qualify
264094,524037,RAMAPHOSP,Fertilizers,Not Rated,Rama Phosphates,Flat,Does not qualify,Flat,Does not qualify
389917,524687,0,Fertilizers,Not Rated,Basant Agro Tech,Flat,Does not qualify,Flat,Does not qualify
807645,542123,0,Fertilizers,Not Rated,Phosphate Co,Positive,Does not qualify,Positive,Does not qualify
861561,530433,0,Fertilizers,Not Rated,Shiva Global Agro,Flat,Does not qualify,Flat,Does not qualify
237783,524204,0,Fertilizers,Not Rated,Teesta Agro Inds,Flat,Does not qualify,Flat,Does not qualify
598335,537392,,Fertilizers,Not Rated,Taaza International,Flat,Does not qualify,Flat,Does not qualify
619883,506906,0,Fertilizers,Strong Sell,Saptak Chem&Business,Flat,Below Average,Flat,Does not qualify
624414,506543,0,Fertilizers,Not Rated,MP Agro Inds,Negative,Does not qualify,Negative,Does not qualify
229206,0,BOHRA,Fertilizers,Not Rated,Bohra Industries,,Below Average,,Does not qualify
222901,0,MBAPL,Fertilizers,Strong Sell,MP Bharat Agro Prod,Positive,Below Average,Positive,Risky
1002687,0,AGROPHOS,Fertilizers,Not Rated,Agro Phos,Positive,Does not qualify,Positive,Does not qualify
1002712,0,KRISHANA,Fertilizers,Sell,Krishana Phoschem,Positive,Average,Positive,Risky
1002752,0,SIKKO,Fertilizers,Not Rated,Sikko Industries,,Below Average,,Does not qualify
1003300,531941,NULL,Fertilizers,,Indus eS-Merged,,Does not qualify,,Does not qualify
127926,533162,HATHWAY,DTH/Cable,Strong Sell,Hathway Cable & Data,Flat,Below Average,Flat,Risky
449890,533137,DEN,DTH/Cable,Strong Sell,Den Networks,Very Positive,Below Average,Very Positive,Risky
639744,532839,DISHTV,DTH/Cable,Strong Sell,Dish TV India,Very Negative,Average,Very Negative,Very Attractive
713180,500189,HINDUJAVEN,DTH/Cable,Strong Sell,Hinduja Ventures,Positive,Below Average,Positive,Risky
774406,532795,SITINET,DTH/Cable,Strong Sell,Siti Networks,Flat,Below Average,Flat,Does not qualify
137053,531500,RAJESHEXPO,Trading,Sell,Rajesh Exports,Flat,Average,Flat,Attractive
658824,513377,MMTC,Trading,Strong Sell,MMTC,Negative,Average,Negative,Attractive
694642,532524,PTC,Trading,Sell,PTC India,Flat,Good,Flat,Very Attractive
354807,538566,0,Trading,Not Rated,Apollo Tricoat Tubes,Very Positive,Does not qualify,Very Positive,Does not qualify
825580,590065,IMPAL,Trading,Sell,India Motor Parts,Flat,Average,Flat,Very Attractive
1003117,542597,MSTCLTD,Trading,Strong Sell,MSTC,Positive,Below Average,Positive,Risky
705833,500235,KSL,Trading,Sell,Kalyani Steels,Flat,Average,Flat,Very Attractive
237854,514394,0,Trading,Not Rated,Atlas JewelleryIndia,Flat,Does not qualify,Flat,Risky
449057,531337,JUMPNET,Trading,Sell,Jump Networks,Outstanding,Below Average,Outstanding,Expensive
919768,538569,0,Trading,Not Rated,Triveni Enterprises,Flat,Does not qualify,Flat,Risky
506741,505590,0,Trading,Strong Sell,SVP Global Ventures,Positive,Below Average,Positive,Very Expensive
648627,533520,IBULISL,Trading,Strong Sell,Indiabulls Integrate,Flat,Below Average,Flat,Risky
1002643,540027,0,Trading,Strong Sell,Prabhat Tech. (I),Negative,Below Average,Negative,Risky
241653,535601,SREEL,Trading,Sell,Sreeleathers,Flat,Average,Flat,Attractive
690720,535142,0,Trading,Not Rated,Channel Nine,,Below Average,,Risky
329838,531592,0,Trading,Not Rated,Generic Pharmasec,Flat,Does not qualify,Flat,Very Expensive
928160,500429,UNIENTER,Trading,Not Rated,Uniphos Enterprises,Flat,Does not qualify,Flat,Risky
660314,538921,0,Trading,Not Rated,Raghuvansh Agro,,Below Average,,Does not qualify
469652,512165,0,Trading,Sell,ABans Enterprises,Positive,Average,Positive,Risky
515458,533146,DLINKINDIA,Trading,Sell,D-Link (India),Flat,Average,Flat,Very Attractive
873656,506522,0,Trading,Strong Sell,JL Morison India,Negative,Below Average,Negative,Very Expensive
802160,512531,STCINDIA,Trading,Strong Sell,State Trading Corp,Negative,Below Average,Negative,Risky
151780,511076,0,Trading,Not Rated,Sat Industries,Flat,Does not qualify,Flat,Does not qualify
908462,513305,0,Trading,Not Rated,Moryo Industries,Flat,Does not qualify,Flat,Does not qualify
1002592,539788,0,Trading,Not Rated,Khemani Distributors,,Below Average,,Risky
404713,517214,DIGISPICE,Trading,Strong Sell,Digispice Technolog,Flat,Below Average,Flat,Risky
939784,503015,0,Trading,Strong Sell,Modern India,Negative,Below Average,Negative,Risky
621353,524091,0,Trading,Sell,Acrysil,Positive,Average,Positive,Very Attractive
851995,536493,0,Trading,Strong Sell,JK Agri Genetics,Flat,Below Average,Flat,Very Expensive
318448,532741,KAMDHENU,Trading,Strong Sell,Kamdhenu Ispat,Flat,Below Average,Flat,Very Attractive
502502,512463,0,Trading,Not Rated,Shree Glb Tradefin,Flat,Does not qualify,Flat,Risky
